id,name,isPassive,isPre,parentSkillSlot,parentEffectIndex,checkDead,tipsType,sub,eventRate,onTriggerScene,eventType,triggerTimeType,triggerTime,coolDown,targetType,selectType,selectNum,selectParam,hit,crit,control,rateType,rate,rateParam,conditionType,condition-condition-1,condition-conditionValue-1,condition-conditionParam-1,condition-condition-2,condition-conditionValue-2,condition-conditionParam-2,func,funcParamStr,funcTimes,entityEffectIdArr%1,entityEffectIdArr%2,entityEffectIdArr%3,entityEffectIdArr%4,entityEffectIdArr%5,entityEffectIdArr%6,entityEffectIdArr%7,entityEffectIdArr%8,entityEffectIdArr%9,entityEffectIdArr%10,exEffectId,spEffectTarget,calc,property,propertyValue,calc_lv,property_lv,propertyValue_lv,desc,fetterType,fetterId,nation,isForce,needDressId,fieldSkill,fieldSkillTarget,
50462,s==115|Nếu bản thân mang trạng thái 【林】， có 56% xác suất gán trạng thái 【Giảm Tốc】， kéo dài 2 lượt (không thể bị giải trừ),,-1,,,,,,,,,,,,2,9,1,s==1|2,,,,,5600,,1,46,,s==5|50611,,,,3,s==13|buffId1:50412,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50472,s==115|Nếu bản thân mang trạng thái 【林】， có 58% xác suất gán trạng thái 【Giảm Tốc】， kéo dài 2 lượt (không thể bị giải trừ),,-1,,,,,,,,,,,,2,9,1,s==1|2,,,,,5800,,1,46,,s==5|50611,,,,3,s==13|buffId1:50412,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50482,s==115|Nếu bản thân mang trạng thái 【林】， có 60% xác suất gán trạng thái 【Giảm Tốc】， kéo dài 2 lượt (không thể bị giải trừ),,-1,,,,,,,,,,,,2,9,1,s==1|2,,,,,6000,,1,46,,s==5|50611,,,,3,s==13|buffId1:50412,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50492,s==115|Nếu bản thân mang trạng thái 【林】， có 62% xác suất gán trạng thái 【Giảm Tốc】， kéo dài 2 lượt (không thể bị giải trừ),,-1,,,,,,,,,,,,2,9,1,s==1|2,,,,,6200,,1,46,,s==5|50611,,,,3,s==13|buffId1:50412,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50413,s==99|Nếu bản thân mang trạng thái 【风】， gây 160% sát thương vật lý lên 2 tướng địch có công kích cao nhất,,,,,,,,,,,,,,2,9,2,s==1|2,1,1,,,,,1,46,,s==5|50612,,,,1,s==16|damageRate:16000,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
50423,s==99|Nếu bản thân mang trạng thái 【风】， gây 210% sát thương vật lý lên 2 tướng địch có công kích cao nhất,,,,,,,,,,,,,,2,9,2,s==1|2,1,1,,,,,1,46,,s==5|50612,,,,1,s==16|damageRate:21000,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
50433,s==99|Nếu bản thân mang trạng thái 【风】， gây 270% sát thương vật lý lên 2 tướng địch có công kích cao nhất,,,,,,,,,,,,,,2,9,2,s==1|2,1,1,,,,,1,46,,s==5|50612,,,,1,s==16|damageRate:27000,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
50443,s==99|Nếu bản thân mang trạng thái 【风】， gây 282% sát thương vật lý lên 2 tướng địch có công kích cao nhất,,,,,,,,,,,,,,2,9,2,s==1|2,1,1,,,,,1,46,,s==5|50612,,,,1,s==16|damageRate:28200,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
50453,s==99|Nếu bản thân mang trạng thái 【风】， gây 294% sát thương vật lý lên 2 tướng địch có công kích cao nhất,,,,,,,,,,,,,,2,9,2,s==1|2,1,1,,,,,1,46,,s==5|50612,,,,1,s==16|damageRate:29400,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
50463,s==99|Nếu bản thân mang trạng thái 【风】， gây 306% sát thương vật lý lên 2 tướng địch có công kích cao nhất,,,,,,,,,,,,,,2,9,2,s==1|2,1,1,,,,,1,46,,s==5|50612,,,,1,s==16|damageRate:30600,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
50473,s==99|Nếu bản thân mang trạng thái 【风】， gây 318% sát thương vật lý lên 2 tướng địch có công kích cao nhất,,,,,,,,,,,,,,2,9,2,s==1|2,1,1,,,,,1,46,,s==5|50612,,,,1,s==16|damageRate:31800,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
50483,s==99|Nếu bản thân mang trạng thái 【风】， gây 330% sát thương vật lý lên 2 tướng địch có công kích cao nhất,,,,,,,,,,,,,,2,9,2,s==1|2,1,1,,,,,1,46,,s==5|50612,,,,1,s==16|damageRate:33000,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
50493,s==99|Nếu bản thân mang trạng thái 【风】， gây 342% sát thương vật lý lên 2 tướng địch có công kích cao nhất,,,,,,,,,,,,,,2,9,2,s==1|2,1,1,,,,,1,46,,s==5|50612,,,,1,s==16|damageRate:34200,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
50414,s==116|Nếu bản thân mang trạng thái 【风】， có 25% xác suất gán trạng thái 【Trúng Độc】， kéo dài 2 lượt (không thể bị giải trừ),,-1,,,,,,,,,,,,2,9,2,s==1|2,,,,,2500,,1,46,,s==5|50612,,,,3,s==13|buffId1:50414,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50424,s==116|Nếu bản thân mang trạng thái 【风】， có 37% xác suất gán trạng thái 【Trúng Độc】， kéo dài 2 lượt (không thể bị giải trừ),,-1,,,,,,,,,,,,2,9,2,s==1|2,,,,,3700,,1,46,,s==5|50612,,,,3,s==13|buffId1:50414,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50434,s==116|Nếu bản thân mang trạng thái 【风】， có 50% xác suất gán trạng thái 【Trúng Độc】， kéo dài 2 lượt (không thể bị giải trừ),,-1,,,,,,,,,,,,2,9,2,s==1|2,,,,,5000,,1,46,,s==5|50612,,,,3,s==13|buffId1:50414,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50444,s==116|Nếu bản thân mang trạng thái 【风】， có 52% xác suất gán trạng thái 【Trúng Độc】， kéo dài 2 lượt (không thể bị giải trừ),,-1,,,,,,,,,,,,2,9,2,s==1|2,,,,,5200,,1,46,,s==5|50612,,,,3,s==13|buffId1:50414,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50454,s==116|Nếu bản thân mang trạng thái 【风】， có 54% xác suất gán trạng thái 【Trúng Độc】， kéo dài 2 lượt (không thể bị giải trừ),,-1,,,,,,,,,,,,2,9,2,s==1|2,,,,,5400,,1,46,,s==5|50612,,,,3,s==13|buffId1:50414,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50464,s==116|Nếu bản thân mang trạng thái 【风】， có 56% xác suất gán trạng thái 【Trúng Độc】， kéo dài 2 lượt (không thể bị giải trừ),,-1,,,,,,,,,,,,2,9,2,s==1|2,,,,,5600,,1,46,,s==5|50612,,,,3,s==13|buffId1:50414,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50474,s==116|Nếu bản thân mang trạng thái 【风】， có 58% xác suất gán trạng thái 【Trúng Độc】， kéo dài 2 lượt (không thể bị giải trừ),,-1,,,,,,,,,,,,2,9,2,s==1|2,,,,,5800,,1,46,,s==5|50612,,,,3,s==13|buffId1:50414,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50484,s==116|Nếu bản thân mang trạng thái 【风】， có 60% xác suất gán trạng thái 【Trúng Độc】， kéo dài 2 lượt (không thể bị giải trừ),,-1,,,,,,,,,,,,2,9,2,s==1|2,,,,,6000,,1,46,,s==5|50612,,,,3,s==13|buffId1:50414,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50494,s==116|Nếu bản thân mang trạng thái 【风】， có 62% xác suất gán trạng thái 【Trúng Độc】， kéo dài 2 lượt (không thể bị giải trừ),,-1,,,,,,,,,,,,2,9,2,s==1|2,,,,,6200,,1,46,,s==5|50612,,,,3,s==13|buffId1:50414,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50415,s==97|Nếu bản thân mang trạng thái 【山】， gây 128% sát thương vật lý lên tướng địch có công kích cao nhất,,,,,,,,,,,,,,2,9,1,s==1|2,1,1,,,,,1,46,,s==5|50613,,,,1,s==16|damageRate:12800,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
50425,s==97|Nếu bản thân mang trạng thái 【山】， gây 168% sát thương vật lý lên tướng địch có công kích cao nhất,,,,,,,,,,,,,,2,9,1,s==1|2,1,1,,,,,1,46,,s==5|50613,,,,1,s==16|damageRate:16800,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
50435,s==97|Nếu bản thân mang trạng thái 【山】， gây 216% sát thương vật lý lên tướng địch có công kích cao nhất,,,,,,,,,,,,,,2,9,1,s==1|2,1,1,,,,,1,46,,s==5|50613,,,,1,s==16|damageRate:21600,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
50445,s==99|Nếu bản thân mang trạng thái 【山】， gây 225.6% sát thương vật lý lên tướng địch có công kích cao nhất,,,,,,,,,,,,,,2,9,1,s==1|2,1,1,,,,,1,46,,s==5|50613,,,,1,s==16|damageRate:22560,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
50455,s==99|Nếu bản thân mang trạng thái 【山】， gây 235.2% sát thương vật lý lên tướng địch có công kích cao nhất,,,,,,,,,,,,,,2,9,1,s==1|2,1,1,,,,,1,46,,s==5|50613,,,,1,s==16|damageRate:23520,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
50465,s==99|Nếu bản thân mang trạng thái 【山】， gây 244.8% sát thương vật lý lên tướng địch có công kích cao nhất,,,,,,,,,,,,,,2,9,1,s==1|2,1,1,,,,,1,46,,s==5|50613,,,,1,s==16|damageRate:24480,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
50475,s==99|Nếu bản thân mang trạng thái 【山】， gây 254.4% sát thương vật lý lên tướng địch có công kích cao nhất,,,,,,,,,,,,,,2,9,1,s==1|2,1,1,,,,,1,46,,s==5|50613,,,,1,s==16|damageRate:25440,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
50485,s==97|Nếu bản thân mang trạng thái 【山】， gây 264% sát thương vật lý lên tướng địch có công kích cao nhất,,,,,,,,,,,,,,2,9,1,s==1|2,1,1,,,,,1,46,,s==5|50613,,,,1,s==16|damageRate:26400,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
50495,s==99|Nếu bản thân mang trạng thái 【山】， gây 273.6% sát thương vật lý lên tướng địch có công kích cao nhất,,,,,,,,,,,,,,2,9,1,s==1|2,1,1,,,,,1,46,,s==5|50613,,,,1,s==16|damageRate:27360,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
50416,s==89|Nếu bản thân mang trạng thái 【山】， có 25% xác suất gán trạng thái 【Hoa Mê】， kéo dài 2 lượt,,-1,,,,,,,,,,,,2,9,1,s==1|2,,,1,,2500,,1,46,,s==5|50613,,,,3,s==34|buffId1:50416|buffReduceRate:10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50426,s==89|Nếu bản thân mang trạng thái 【山】， có 37% xác suất gán trạng thái 【Hoa Mê】， kéo dài 2 lượt,,-1,,,,,,,,,,,,2,9,1,s==1|2,,,1,,3700,,1,46,,s==5|50613,,,,3,s==34|buffId1:50416|buffReduceRate:10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50436,s==89|Nếu bản thân mang trạng thái 【山】， có 50% xác suất gán trạng thái 【Hoa Mê】， kéo dài 2 lượt,,-1,,,,,,,,,,,,2,9,1,s==1|2,,,1,,5000,,1,46,,s==5|50613,,,,3,s==34|buffId1:50416|buffReduceRate:10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50446,s==89|Nếu bản thân mang trạng thái 【山】， có 52% xác suất gán trạng thái 【Hoa Mê】， kéo dài 2 lượt,,-1,,,,,,,,,,,,2,9,1,s==1|2,,,1,,5200,,1,46,,s==5|50613,,,,3,s==34|buffId1:50416|buffReduceRate:10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50456,s==89|Nếu bản thân mang trạng thái 【山】， có 54% xác suất gán trạng thái 【Hoa Mê】， kéo dài 2 lượt,,-1,,,,,,,,,,,,2,9,1,s==1|2,,,1,,5400,,1,46,,s==5|50613,,,,3,s==34|buffId1:50416|buffReduceRate:10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50466,s==89|Nếu bản thân mang trạng thái 【山】， có 56% xác suất gán trạng thái 【Hoa Mê】， kéo dài 2 lượt,,-1,,,,,,,,,,,,2,9,1,s==1|2,,,1,,5600,,1,46,,s==5|50613,,,,3,s==34|buffId1:50416|buffReduceRate:10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50476,s==89|Nếu bản thân mang trạng thái 【山】， có 58% xác suất gán trạng thái 【Hoa Mê】， kéo dài 2 lượt,,-1,,,,,,,,,,,,2,9,1,s==1|2,,,1,,5800,,1,46,,s==5|50613,,,,3,s==34|buffId1:50416|buffReduceRate:10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50486,s==89|Nếu bản thân mang trạng thái 【山】， có 60% xác suất gán trạng thái 【Hoa Mê】， kéo dài 2 lượt,,-1,,,,,,,,,,,,2,9,1,s==1|2,,,1,,6000,,1,46,,s==5|50613,,,,3,s==34|buffId1:50416|buffReduceRate:10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50496,s==89|Nếu bản thân mang trạng thái 【山】， có 62% xác suất gán trạng thái 【Hoa Mê】， kéo dài 2 lượt,,-1,,,,,,,,,,,,2,9,1,s==1|2,,,1,,6200,,1,46,,s==5|50613,,,,3,s==34|buffId1:50416|buffReduceRate:10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50417,s==97|Nếu bản thân mang trạng thái 【火】， gây 160% sát thương vật lý lên tướng địch có công kích cao nhất,,,,,,,,,,,,,,2,9,1,s==1|2,1,1,,,,,1,46,,s==5|50614,,,,1,s==16|damageRate:16000,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
50427,s==97|Nếu bản thân mang trạng thái 【火】， gây 210% sát thương vật lý lên tướng địch có công kích cao nhất,,,,,,,,,,,,,,2,9,1,s==1|2,1,1,,,,,1,46,,s==5|50614,,,,1,s==16|damageRate:21000,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
50437,s==97|Nếu bản thân mang trạng thái 【火】， gây 270% sát thương vật lý lên tướng địch có công kích cao nhất,,,,,,,,,,,,,,2,9,1,s==1|2,1,1,,,,,1,46,,s==5|50614,,,,1,s==16|damageRate:27000,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
50447,s==97|Nếu bản thân mang trạng thái 【火】， gây 282% sát thương vật lý lên tướng địch có công kích cao nhất,,,,,,,,,,,,,,2,9,1,s==1|2,1,1,,,,,1,46,,s==5|50614,,,,1,s==16|damageRate:28200,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
50457,s==97|Nếu bản thân mang trạng thái 【火】， gây 294% sát thương vật lý lên tướng địch có công kích cao nhất,,,,,,,,,,,,,,2,9,1,s==1|2,1,1,,,,,1,46,,s==5|50614,,,,1,s==16|damageRate:29400,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
50467,s==97|Nếu bản thân mang trạng thái 【火】， gây 306% sát thương vật lý lên tướng địch có công kích cao nhất,,,,,,,,,,,,,,2,9,1,s==1|2,1,1,,,,,1,46,,s==5|50614,,,,1,s==16|damageRate:30600,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
50477,s==97|Nếu bản thân mang trạng thái 【火】， gây 318% sát thương vật lý lên tướng địch có công kích cao nhất,,,,,,,,,,,,,,2,9,1,s==1|2,1,1,,,,,1,46,,s==5|50614,,,,1,s==16|damageRate:31800,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
50487,s==97|Nếu bản thân mang trạng thái 【火】， gây 330% sát thương vật lý lên tướng địch có công kích cao nhất,,,,,,,,,,,,,,2,9,1,s==1|2,1,1,,,,,1,46,,s==5|50614,,,,1,s==16|damageRate:33000,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
50497,s==98|Nếu bản thân mang trạng thái 【Hỏa】， gây 342% sát thương vật lý lên tướng địch có tấn công cao nhất,,,,,,,,,,,,,,2,9,1,s==1|2,1,1,,,,,1,46,,s==5|50614,,,,1,s==16|damageRate:34200,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
50418,s==107|Nếu bản thân mang trạng thái 【Hỏa】， khi thi triển kỹ năng này tạm thời tăng 20% tỷ lệ chí mạng cho bản thân,1,,,,,,,,,,,,,,,,,,,,,,,1,46,,s==5|50614,,,,101,s==29|propertyId:5|way:0|value:2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50419,s==101|Nếu bản thân mang trạng thái 【Hỏa】， có 25% xác suất gây thêm trạng thái 【Khiêu Khích】， kéo dài 2 lượt,,-1,,,,,,,,,,,,2,9,1,s==1|2,,,1,,2500,,1,46,,s==5|50614,,,,3,s==34|buffId1:50419|buffReduceRate:10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50429,s==101|Nếu bản thân mang trạng thái 【Hỏa】， có 37% xác suất gây thêm trạng thái 【Khiêu Khích】， kéo dài 2 lượt,,-1,,,,,,,,,,,,2,9,1,s==1|2,,,1,,3700,,1,46,,s==5|50614,,,,3,s==34|buffId1:50419|buffReduceRate:10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50439,s==101|Nếu bản thân mang trạng thái 【Hỏa】， có 50% xác suất gây thêm trạng thái 【Khiêu Khích】， kéo dài 2 lượt,,-1,,,,,,,,,,,,2,9,1,s==1|2,,,1,,5000,,1,46,,s==5|50614,,,,3,s==34|buffId1:50419|buffReduceRate:10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50449,s==101|Nếu bản thân mang trạng thái 【Hỏa】， có 52% xác suất gây thêm trạng thái 【Khiêu Khích】， kéo dài 2 lượt,,-1,,,,,,,,,,,,2,9,1,s==1|2,,,1,,5200,,1,46,,s==5|50614,,,,3,s==34|buffId1:50419|buffReduceRate:10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50459,s==101|Nếu bản thân mang trạng thái 【Hỏa】， có 54% xác suất gây thêm trạng thái 【Khiêu Khích】， kéo dài 2 lượt,,-1,,,,,,,,,,,,2,9,1,s==1|2,,,1,,5400,,1,46,,s==5|50614,,,,3,s==34|buffId1:50419|buffReduceRate:10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50469,s==101|Nếu bản thân mang trạng thái 【Hỏa】， có 56% xác suất gây thêm trạng thái 【Khiêu Khích】， kéo dài 2 lượt,,-1,,,,,,,,,,,,2,9,1,s==1|2,,,1,,5600,,1,46,,s==5|50614,,,,3,s==34|buffId1:50419|buffReduceRate:10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50479,s==101|Nếu bản thân mang trạng thái 【Hỏa】， có 58% xác suất gây thêm trạng thái 【Khiêu Khích】， kéo dài 2 lượt,,-1,,,,,,,,,,,,2,9,1,s==1|2,,,1,,5800,,1,46,,s==5|50614,,,,3,s==34|buffId1:50419|buffReduceRate:10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50489,s==101|Nếu bản thân mang trạng thái 【Hỏa】， có 60% xác suất gây thêm trạng thái 【Khiêu Khích】， kéo dài 2 lượt,,-1,,,,,,,,,,,,2,9,1,s==1|2,,,1,,6000,,1,46,,s==5|50614,,,,3,s==34|buffId1:50419|buffReduceRate:10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50499,s==101|Nếu bản thân mang trạng thái 【Hỏa】， có 62% xác suất gây thêm trạng thái 【Khiêu Khích】， kéo dài 2 lượt,,-1,,,,,,,,,,,,2,9,1,s==1|2,,,1,,6200,,1,46,,s==5|50614,,,,3,s==34|buffId1:50419|buffReduceRate:10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50510,s==118|Nếu bản thân không mang trạng thái 【Phong Hỏa Sơn Lâm】， gây 160% sát thương vật lý lên tướng địch có tấn công cao nhất,,,,,,,,,,,,,,2,9,1,s==1|2,1,1,,,,,1,47,,s==23|50611|50612|50613|50614,,,,1,s==16|damageRate:16000,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
50520,s==118|Nếu bản thân không mang trạng thái 【Phong Hỏa Sơn Lâm】， gây 210% sát thương vật lý lên tướng địch có tấn công cao nhất,,,,,,,,,,,,,,2,9,1,s==1|2,1,1,,,,,1,47,,s==23|50611|50612|50613|50614,,,,1,s==16|damageRate:21000,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
50530,s==118|Nếu bản thân không mang trạng thái 【Phong Hỏa Sơn Lâm】， gây 270% sát thương vật lý lên tướng địch có tấn công cao nhất,,,,,,,,,,,,,,2,9,1,s==1|2,1,1,,,,,1,47,,s==23|50611|50612|50613|50614,,,,1,s==16|damageRate:27000,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
50540,s==118|Nếu bản thân không mang trạng thái 【Phong Hỏa Sơn Lâm】， gây 282% sát thương vật lý lên tướng địch có tấn công cao nhất,,,,,,,,,,,,,,2,9,1,s==1|2,1,1,,,,,1,47,,s==23|50611|50612|50613|50614,,,,1,s==16|damageRate:28200,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
50550,s==118|Nếu bản thân không mang trạng thái 【Phong Hỏa Sơn Lâm】， gây 294% sát thương vật lý lên tướng địch có tấn công cao nhất,,,,,,,,,,,,,,2,9,1,s==1|2,1,1,,,,,1,47,,s==23|50611|50612|50613|50614,,,,1,s==16|damageRate:29400,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
50560,s==118|Nếu bản thân không mang trạng thái 【Phong Hỏa Sơn Lâm】， gây 306% sát thương vật lý lên tướng địch có tấn công cao nhất,,,,,,,,,,,,,,2,9,1,s==1|2,1,1,,,,,1,47,,s==23|50611|50612|50613|50614,,,,1,s==16|damageRate:30600,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
50570,s==118|Nếu bản thân không mang trạng thái 【Phong Hỏa Sơn Lâm】， gây 318% sát thương vật lý lên tướng địch có tấn công cao nhất,,,,,,,,,,,,,,2,9,1,s==1|2,1,1,,,,,1,47,,s==23|50611|50612|50613|50614,,,,1,s==16|damageRate:31800,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
50580,s==118|Nếu bản thân không mang trạng thái 【Phong Hỏa Sơn Lâm】， gây 330% sát thương vật lý lên tướng địch có tấn công cao nhất,,,,,,,,,,,,,,2,9,1,s==1|2,1,1,,,,,1,47,,s==23|50611|50612|50613|50614,,,,1,s==16|damageRate:33000,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
50590,s==118|Nếu bản thân không mang trạng thái 【Phong Hỏa Sơn Lâm】， gây 342% sát thương vật lý lên tướng địch có tấn công cao nhất,,,,,,,,,,,,,,2,9,1,s==1|2,1,1,,,,,1,47,,s==23|50611|50612|50613|50614,,,,1,s==16|damageRate:34200,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
50511,s==100|Nếu bản thân mang trạng thái 【Lâm】， hồi phục cho đồng đội có lượng máu thấp nhất bằng 255% công kích,,,,,,,,,,,,,,1,10,1,s==2|99,,,,,,,1,46,,s==5|50611,,,,7,s==32|depend:1|propertyId:2|rate:25500,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
50521,s==100|Nếu bản thân mang trạng thái 【Lâm】， hồi phục cho đồng đội có lượng máu thấp nhất bằng 300% công kích,,,,,,,,,,,,,,1,10,1,s==2|99,,,,,,,1,46,,s==5|50611,,,,7,s==32|depend:1|propertyId:2|rate:30000,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
50531,s==100|Nếu bản thân mang trạng thái 【Lâm】， hồi phục cho đồng đội có lượng máu thấp nhất bằng 360% công kích,,,,,,,,,,,,,,1,10,1,s==2|99,,,,,,,1,46,,s==5|50611,,,,7,s==32|depend:1|propertyId:2|rate:36000,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
50541,s==100|Nếu bản thân mang trạng thái 【Lâm】， hồi phục cho đồng đội có lượng máu thấp nhất bằng 375% công kích,,,,,,,,,,,,,,1,10,1,s==2|99,,,,,,,1,46,,s==5|50611,,,,7,s==32|depend:1|propertyId:2|rate:37500,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
50551,s==100|Nếu bản thân mang trạng thái 【Lâm】， hồi phục cho đồng đội có lượng máu thấp nhất bằng 390% công kích,,,,,,,,,,,,,,1,10,1,s==2|99,,,,,,,1,46,,s==5|50611,,,,7,s==32|depend:1|propertyId:2|rate:39000,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
50561,s==100|Nếu bản thân mang trạng thái 【Lâm】， hồi phục cho đồng đội có lượng máu thấp nhất bằng 405% công kích,,,,,,,,,,,,,,1,10,1,s==2|99,,,,,,,1,46,,s==5|50611,,,,7,s==32|depend:1|propertyId:2|rate:40500,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
50571,s==100|Nếu bản thân mang trạng thái 【Lâm】， hồi phục cho đồng đội có lượng máu thấp nhất bằng 420% công kích,,,,,,,,,,,,,,1,10,1,s==2|99,,,,,,,1,46,,s==5|50611,,,,7,s==32|depend:1|propertyId:2|rate:42000,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
50581,s==100|Nếu bản thân mang trạng thái 【Lâm】， hồi phục cho đồng đội có lượng máu thấp nhất bằng 435% công kích,,,,,,,,,,,,,,1,10,1,s==2|99,,,,,,,1,46,,s==5|50611,,,,7,s==32|depend:1|propertyId:2|rate:43500,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
50591,s==100|Nếu bản thân mang trạng thái 【Lâm】， hồi phục cho đồng đội có lượng máu thấp nhất bằng 450% công kích,,,,,,,,,,,,,,1,10,1,s==2|99,,,,,,,1,46,,s==5|50611,,,,7,s==32|depend:1|propertyId:2|rate:45000,1,215081,,,,,,,,,,,,,,,,,,,,,,,,,,
50512,s==125|Nếu bản thân mang trạng thái 【Lâm】， có 25% xác suất gây thêm trạng thái 【Miễn Thương】， kéo dài 2 lượt (không thể bị giải trừ),,-1,,,,,,,,,,,,1,10,1,s==2|99,,,,,2500,,1,46,,s==5|50611,,,,3,s==34|buffId1:50512|buffReduceRate:10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50522,s==125|Nếu bản thân mang trạng thái 【Lâm】， có 37% xác suất gây thêm trạng thái 【Miễn Thương】， kéo dài 2 lượt (không thể bị giải trừ),,-1,,,,,,,,,,,,1,10,1,s==2|99,,,,,3700,,1,46,,s==5|50611,,,,3,s==34|buffId1:50512|buffReduceRate:10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50532,s==125|Nếu bản thân mang trạng thái 【Lâm】， có 50% xác suất gây thêm trạng thái 【Miễn Thương】， kéo dài 2 lượt (không thể bị giải trừ),,-1,,,,,,,,,,,,1,10,1,s==2|99,,,,,5000,,1,46,,s==5|50611,,,,3,s==34|buffId1:50512|buffReduceRate:10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50542,s==125|Nếu bản thân mang trạng thái 【Lâm】， có 52% xác suất gây thêm trạng thái 【Miễn Thương】， kéo dài 2 lượt (không thể bị giải trừ),,-1,,,,,,,,,,,,1,10,1,s==2|99,,,,,5200,,1,46,,s==5|50611,,,,3,s==34|buffId1:50512|buffReduceRate:10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50552,s==125|Nếu bản thân mang trạng thái 【Lâm】， có 54% xác suất gây thêm trạng thái 【Miễn Thương】， kéo dài 2 lượt (không thể bị giải trừ),,-1,,,,,,,,,,,,1,10,1,s==2|99,,,,,5400,,1,46,,s==5|50611,,,,3,s==34|buffId1:50512|buffReduceRate:10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
