id,name,detail,isPassive,type,round,combine,exForce,exRound,useTimes,noDispel,forever,subCls,priority,checkDead,eventType,Func-use-1,Func-id-1,Func-value-1,Func-calcFun-1,Func-dependentTarget-1,Func-dependentType-1,Func-dependentId-1,Func-dependentCalcType-1,Func-dependentValue-1,Func-exDependentValue-1,Func-use-2,Func-id-2,Func-value-2,Func-calcFun-2,Func-dependentTarget-2,Func-dependentType-2,Func-dependentId-2,Func-dependentCalcType-2,Func-dependentValue-2,Func-exDependentValue-2,conditionType,condition-condition-1,condition-conditionValue-1,condition-conditionParam-1,condition-condition-2,condition-conditionValue-2,condition-conditionParam-2,iconId,buffEnterArmatureId,buffEnterAnim,buffEnterBackArmatureId,buffEnterBackAnim,buffSustainArmatureId,buffSustainAnim,buffSustainBackArmatureId,buffSustainBackAnim,buffRemoveArmatureId,buffRemoveAnim,buffRemoveBackArmatureId,buffRemoveBackAnim,buffHramArmatureId,buffHramAnim,buffHramBackArmatureId,buffHramBackAnim,pauseHeroAnim,heroGray,posType,reverse,spBuffEffectId,flyWordPicId,buffFlyWordType,isForce,
3127,s==7|Tốc Độ ,s==35|Tốc độ tăng 10%， không thể giải trừ,,1,99,-1,,,,1,,17403,,,s==1|1,5,4,1000,1,3,1,4,1,1000,,,,,,,,,,,,,,,,,,,17128,19,s==9|effect_in,,,,,,,,,,,,,,,,,3,1,,103,,,
3128,s==10|Sinh Mệnh ,s==37|Sinh mệnh tăng 1%， không thể giải trừ,,1,99,-1,,,,1,,10000,,,s==1|1,5,1,100,1,3,1,1,1,100,,,,,,,,,,,,,,,,,,,17126,19,s==9|effect_in,,,,,,,,,,,,,,,,,3,1,,104,,,
3129,s==10|Sinh Mệnh ,s==37|Sinh mệnh tăng 2%， không thể giải trừ,,1,99,-1,,,,1,,10000,,,s==1|1,5,1,200,1,3,1,1,1,200,,,,,,,,,,,,,,,,,,,17126,19,s==9|effect_in,,,,,,,,,,,,,,,,,3,1,,104,,,
3130,s==10|Sinh Mệnh ,s==37|Sinh mệnh tăng 3%， không thể giải trừ,,1,99,-1,,,,1,,10000,,,s==1|1,5,1,300,1,3,1,1,1,300,,,,,,,,,,,,,,,,,,,17126,19,s==9|effect_in,,,,,,,,,,,,,,,,,3,1,,104,,,
3131,s==10|Sinh Mệnh ,s==37|Sinh mệnh tăng 4%， không thể giải trừ,,1,99,-1,,,,1,,10000,,,s==1|1,5,1,400,1,3,1,1,1,400,,,,,,,,,,,,,,,,,,,17126,19,s==9|effect_in,,,,,,,,,,,,,,,,,3,1,,104,,,
3132,s==10|Sinh Mệnh ,s==37|Sinh mệnh tăng 5%， không thể giải trừ,,1,99,-1,,,,1,,10000,,,s==1|1,5,1,500,1,3,1,1,1,500,,,,,,,,,,,,,,,,,,,17126,19,s==9|effect_in,,,,,,,,,,,,,,,,,3,1,,104,,,
3133,s==10|Sinh Mệnh ,s==37|Sinh mệnh tăng 7%， không thể giải trừ,,1,99,-1,,,,1,,10000,,,s==1|1,5,1,700,1,3,1,1,1,700,,,,,,,,,,,,,,,,,,,17126,19,s==9|effect_in,,,,,,,,,,,,,,,,,3,1,,104,,,
3134,s==10|Sinh Mệnh ,s==37|Sinh mệnh tăng 8%， không thể giải trừ,,1,99,-1,,,,1,,10000,,,s==1|1,5,1,800,1,3,1,1,1,800,,,,,,,,,,,,,,,,,,,17126,19,s==9|effect_in,,,,,,,,,,,,,,,,,3,1,,104,,,
3135,s==10|Sinh Mệnh ,s==37|Sinh mệnh tăng 9%， không thể giải trừ,,1,99,-1,,,,1,,10000,,,s==1|1,5,1,900,1,3,1,1,1,900,,,,,,,,,,,,,,,,,,,17126,19,s==9|effect_in,,,,,,,,,,,,,,,,,3,1,,104,,,
3136,s==10|Sinh Mệnh ,s==38|Sinh mệnh tăng 10%， không thể giải trừ,,1,99,-1,,,,1,,10000,,,s==1|1,5,1,1000,1,3,1,1,1,1000,,,,,,,,,,,,,,,,,,,17126,19,s==9|effect_in,,,,,,,,,,,,,,,,,3,1,,104,,,
5021,s==11|Sát thương ,s==71|Mỗi tầng tăng 3% sát thương， tối đa cộng dồn 5 tầng， không thể giải trừ,,1,999,5,,,,1,1,17401,,,,5,10,300,0,,,,,,,,,,,,,,,,,,,,,,,,17125,,,,,,,,,,,,,,,,,,,,,,109,,,
5041,s==5|Hộ Ấn,s==172|Võ tướng sở hữu lá chắn có thể chống đỡ một phần sát thương， giá trị lá chắn bằng 【Hiệu quả hồi phục、 hồi sinh của người thi triển *20%】， kéo dài 2 lượt， không thể giải trừ,,1,2,-3,,,,1,,17902,,,,6,24,2000,1,2,6,,1,2000,,,,,,,,,,,,,,,,,,,17207,,,,,12,s==16|effect_shouhu_cx,,,,,,,,,,,,,2,1,,319,,,
11018,s==14|Công Kích Giảm,s==54|Công kích giảm 20%， kéo dài 2 lượt， không thể giải trừ,,2,2,-1,,,,1,,11018,,,,5,2,2000,,,,,,,,,,,,,,,,,,,,,,,,,17111,,,,,,,,,,,,,,,,,,,,,,201,,,
11019,s==14|Phòng Ngự Giảm,s==54|Phòng ngự giảm 20%， kéo dài 2 lượt， không thể giải trừ,,2,2,-1,,,,1,,11018,,,,5,3,2000,,,,,,,,,,,,,,,,,,,,,,,,,17107,,,,,,,,,,,,,,,,,,,,,,202,,,
11020,s==11|Tốc độ giảm,s==51|Tốc độ giảm 20%， kéo dài 2 lượt， không thể giải trừ,,2,2,-1,,,,1,,11018,,,,5,4,2000,,,,,,,,,,,,,,,,,,,,,,,,,17127,,,,,,,,,,,,,,,,,,,,,,203,,,
11024,s==16|Thế như phá trúc,s==78|Công kích tăng 9%， kéo dài 2 lượt， tối đa cộng dồn 10 tầng， không thể giải trừ,,1,2,10,,,,1,,17608,,,,5,2,900,1,2,1,2,1,900,,,,,,,,,,,,,,,,,,,17112,,,,,,,,,,,,,,,,,,,,,,337,,,
11025,s==16|Thế bất khả địch,s==77|Bạo kích tăng 9%， kéo dài 2 lượt， tối đa cộng dồn 10 tầng， không thể giải trừ,,1,2,10,,,,1,,17608,,,,5,5,900,0,,,,,,,,,,,,,,,,,,,,,,,,17102,,,,,,,,,,,,,,,,,,,,,,336,,,
11118,s==10|Công Kích ,s==121|Công kích tăng， giá trị bằng 200% công kích bị chiếm đoạt chia cho số võ tướng bên ta， kéo dài 2 lượt， không thể giải trừ,,1,2,-1,,,,1,,11018,,,,5,2,20000,,,,,,,,,,,,,,,,,,,,,,,,,17112,19,s==9|effect_in,,,,,19,s==11|effect_idle,,,,,,,,,,,3,1,,101,,,
11119,s==10|Phòng Ngự ,s==121|Phòng ngự tăng， giá trị bằng 200% phòng ngự bị chiếm đoạt chia cho số võ tướng bên ta， kéo dài 2 lượt， không thể giải trừ,,1,2,-1,,,,1,,11018,,,,5,3,20000,,,,,,,,,,,,,,,,,,,,,,,,,17108,,,,,,,,,,,,,,,,,,,,,,102,,,
11120,s==7|Tốc Độ ,s==115|Tốc độ tăng， giá trị bằng 200% tốc độ bị chiếm đoạt chia cho số võ tướng bên ta， kéo dài 2 lượt， không thể giải trừ,,1,2,-1,,,,1,,11018,,,,5,4,20000,,,,,,,,,,,,,,,,,,,,,,,,,17128,,,,,,,,,,,,,,,,,,,,,,103,,,
110181,s==14|Công Kích Giảm,s==54|Công kích giảm 20%， kéo dài 2 lượt， không thể giải trừ,,2,2,-1,,,,1,,11018,,,,5,2,2000,,,,,,,,,,,,,,,,,,,,,,,,,17111,,,,,,,,,,,,,,,,,,,,,,201,,,
110191,s==14|Phòng Ngự Giảm,s==54|Phòng ngự giảm 20%， kéo dài 2 lượt， không thể giải trừ,,2,2,-1,,,,1,,11018,,,,5,3,2000,,,,,,,,,,,,,,,,,,,,,,,,,17107,,,,,,,,,,,,,,,,,,,,,,202,,,
110201,s==11|Tốc độ giảm,s==51|Tốc độ giảm 20%， kéo dài 2 lượt， không thể giải trừ,,2,2,-1,,,,1,,11018,,,,5,4,2000,,,,,,,,,,,,,,,,,,,,,,,,,17127,,,,,,,,,,,,,,,,,,,,,,203,,,
111181,s==10|Công Kích ,s==121|Công kích tăng， giá trị bằng 500% công kích bị chiếm đoạt chia cho số võ tướng bên ta， kéo dài 2 lượt， không thể giải trừ,,1,2,-1,,,,1,,11018,,,,5,2,50000,,,,,,,,,,,,,,,,,,,,,,,,,17112,19,s==9|effect_in,,,,,19,s==11|effect_idle,,,,,,,,,,,3,1,,101,,,
111191,s==10|Phòng Ngự ,s==121|Phòng ngự tăng， giá trị bằng 500% phòng ngự bị chiếm đoạt chia cho số võ tướng bên ta， kéo dài 2 lượt， không thể giải trừ,,1,2,-1,,,,1,,11018,,,,5,3,50000,,,,,,,,,,,,,,,,,,,,,,,,,17108,,,,,,,,,,,,,,,,,,,,,,102,,,
111201,s==7|Tốc Độ ,s==115|Tốc độ tăng， giá trị bằng 500% tốc độ bị chiếm đoạt chia cho số võ tướng bên ta， kéo dài 2 lượt， không thể giải trừ,,1,2,-1,,,,1,,11018,,,,5,4,50000,,,,,,,,,,,,,,,,,,,,,,,,,17128,,,,,,,,,,,,,,,,,,,,,,103,,,
17102,s==9|Băng đông,s==103|Võ tướng mang trạng thái này không thể hành động， kéo dài 2 lượt， sau khi bị tấn công 3 lần sẽ giải trừ,,2,2,-1,,,,,,25,,,,3,11,3,,,,,,,,,,,,,,,,,,,,,,,,,17204,11,s==19|effect_bingdong_cx1,,,11,s==18|effect_bingdong_cx,,,11,s==18|effect_bingdong_tc,,,,,,,,,3,1,,307,,,
17202,s==11|Khiêu khích,s==134|Võ tướng mang trạng thái này mất đi lý trí， trong giai đoạn hành động sẽ buộc dùng công kích thường lên kẻ khiêu khích， kéo dài 1 lượt,,2,1,-1,,,,,,17202,,,,3,16,,,,,,,,,,,,,,,,,,,,,,,,,,17217,,,,,16,s==17|effect_tiaoxin_cx,,,,,,,,,,,,,1,,,340,,,
17302,s==10|Nghiệp hỏa,s==154|Võ tướng mang trạng thái này kết thúc lượt mất đi sinh mệnh bằng 【Giới hạn sinh mệnh của người thi triển *5%】， kéo dài 1 lượt， hiệu quả này không cộng dồn,,2,1,-1,,,,,,3,,,,4,1,,1,1,1,1,1,250,,,,,,,,,,,,,,,,,,,17227,,,,,,,,,,,,,,,,,,,2,,,346,1,,
17303,s==9|Lưu huyết,s==142|Võ tướng mang trạng thái này kết thúc lượt mất đi sinh mệnh bằng 【Công kích của người thi triển *15%】， kéo dài 2 lượt， tối đa cộng dồn 10 tầng,,2,2,10,,,,,,17303,,,,4,99,,1,1,1,2,1,1500,,,,,,,,,,,,,,,,,,,17225,,,,,17,s==16|effect_liuxue_cx,,,,,,,,,,,,,4,,,327,1,,
17402,s==10|Phòng Ngự ,s==34|Phòng ngự tăng 15%， kéo dài 2 lượt,,1,2,-1,,,,,,17402,,,,5,3,1500,1,3,1,3,1,1500,,,,,,,,,,,,,,,,,,,17108,,,,,,,,,,,,,,,,,,,,,,102,,,
17403,s==7|Tốc Độ ,s==62|Tốc độ tăng 30 điểm， kéo dài 2 lượt， hiệu quả này có thể chồng,,1,2,999,,,,,,17403,,,,5,4,30,,,,,,,,,,,,,,,,,,,,,,,,,17128,,,,,,,,,,,,,,,,,,,,,,103,,,
17404,s==16|Kháng khống chế ,s==40|Kháng khống chế tăng 15%， kéo dài 2 lượt,,1,2,-1,,,,,,17404,,,,5,17,1500,1,,,,,,,,,,,,,,,,,,,,,,,,17115,,,,,,,,,,,,,,,,,,,,,,111,,,
17405,s==9|Bạo kích ,s==39|Tỷ lệ bạo kích tăng 30%， kéo dài 1 lượt,,1,1,-1,,,,,,17405,,,,5,5,3000,0,,,,,,,,,,,,,,,,,,,,,,,,17102,,,,,,,,,,,,,,,,,,,,,,105,,,
17406,s==11|Bạo thương ,s==44|Sát thương bạo kích tăng 30%， kéo dài 3 lượt,,1,3,-1,,,,,,17406,,,,5,6,3000,0,,,,,,,,,,,,,,,,,,,,,,,,17104,,,,,,,,,,,,,,,,,,,,,,106,,,
17407,s==12|Miễn Thương ,s==40|Miễn sát thương tăng 15%， kéo dài 2 lượt,,1,2,-1,,,,,,11,,,,5,11,1500,1,,,,,,,,,,,,,,,,,,,,,,,,17117,,,,,,,,,,,,,,,,,,,,,,112,,,
17501,s==14|Công Kích Giảm,s==34|Công kích giảm 15%， kéo dài 2 lượt,,2,2,-1,,,,,,17501,,,,5,2,1500,1,3,1,2,1,1500,,,,,,,,,,,,,,,,,,,17111,,,,,,,,,,,,,,,,,,,,,,201,,,
17503,s==11|Tốc độ giảm,s==61|Tốc độ giảm 15%， kéo dài 2 lượt， hiệu quả này có thể cộng dồn,,2,2,999,,,,,,17503,,,,5,4,1500,1,3,1,4,1,1500,,,,,,,,,,,,,,,,,,,17127,,,,,,,,,,,,,,,,,,,,,,203,,,
17505,s==13|Bạo kích giảm,s==39|Tỷ lệ bạo kích giảm 25%， kéo dài 2 lượt,,2,2,-1,,,,,,17505,,,,5,5,2500,0,,,,,,,,,,,,,,,,,,,,,,,,17101,,,,,,,,,,,,,,,,,,,,,,205,,,
17510,s==12|Trọng Thương,s==46|Hiệu quả bị hồi phục giảm 100%， kéo dài 2 lượt,,2,2,-1,,,,,,17510,,,,3,14,,,,,,,,,,,,,,,,,,,,,,,,,,17134,,,,,,,,,,,,,,,,,,,,,,355,,,
17512,s==8|Mai Táng,s==115|Võ tướng mang trạng thái này tử trận， trong trận này không thể hồi sinh bằng bất kỳ phương thức nào， kéo dài 2 lượt,,2,2,-1,,,,,1,23,,,,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,17214,,,,,,,,,,,,,,,,,,,,,,328,,,
17602,s==19|Băng phong kết giới,s==144|Người mang trạng thái giảm công kích 20%， kéo dài 2 lượt， nếu hiệu quả tự nhiên biến mất， khi biến mất có 50% xác suất đóng băng mục tiêu 1 lượt,,2,2,-1,,,,,,17602,,,,5,2,2000,1,3,1,2,1,2000,,,,,,,,,,,,,,,,,,,17309,,,,,,,,,,,,,,,,,,,,,,,,,
17606,s==6|Hộ Hựu,s==116|Võ tướng mang trạng thái này chịu 50% sát thương sẽ do người thi triển gánh chịu， kéo dài 2 lượt， không thể giải trừ,,1,2,-1,,,,1,,30,,,,,,5000,,,,,,,,,,5000,,,,,,,,,,,,,,,17211,,,15,s==9|effect_in,,,15,s==11|effect_idle,,,,,,,,,,,3,1,,320,,,
17618,s==8|Thần hỏa,s==132|Võ tướng mang trạng thái này khi chịu 1 lần tấn công sẽ mất thêm sinh mệnh bằng 【Công kích của người thi triển *10%】， kéo dài 3 lượt,1,2,3,-1,,,,,,35,,,s==3|6:3,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,17226,,,,,,,,,,,,,,,,,,,,,,334,1,,
17619,s==7|Cực hàn,s==79|Võ tướng mang trạng thái này tăng 10% xác suất bị đóng băng， không thể giải trừ,,2,999,-1,,,,1,,9,,,,9,25,1000,0,,,,,,,,,,,,,,,,,,,,,,,,17303,,,,,,,,,,,,,,,,,,,,,,323,,,
17620,s==11|Thoái Nhược,s==69|Sát thương phép chịu tăng 20%， kéo dài 2 lượt， tối đa cộng dồn 5 tầng,,2,2,5,,,,,,,,,,5,15,2000,1,,,,,,,,,,,,,,,,,,,,,,,,17116,,,,,,,,,,,,,,,,,,,,,,312,,,
17621,s==10|Điểm Nhiệt,s==123|Tướng mang trạng thái này kết thúc lượt mất đi 【Công kích của pháp sư * 20%】 sinh mệnh， kéo dài 2 lượt， tối đa chồng 5 tầng,,2,2,5,,,,,,3,,,,4,99,,1,1,1,2,1,2000,,,,,,,,,,,,,,,,,,,17224,,,,,5,s==17|effect_dianran_cx,,,,,,,,,,,,,2,,,313,1,,
17622,s==10|Nghiệp hỏa,s==154|Võ tướng mang trạng thái này kết thúc lượt mất đi sinh mệnh bằng 【Giới hạn sinh mệnh của người thi triển *7%】， kéo dài 1 lượt， hiệu quả này không cộng dồn,,2,1,-1,,,,,,3,,,,4,99,,,1,1,1,1,350,,,,,,,,,,,,,,,,,,,17227,,,,,,,,,,,,,,,,,,,,,,346,1,,
17623,s==10|Công Kích ,s==34|Công kích tăng 30%， kéo dài 2 lượt,,1,2,-1,,,,,,17401,,,,5,2,3000,1,3,1,2,1,3000,,,,,,,,,,,,,,,,,,,17112,19,s==9|effect_in,,,,,19,s==11|effect_idle,,,,,,,,,,,3,1,,101,,,
17624,s==10|Công Kích ,s==34|Công kích tăng 30%， kéo dài 3 lượt,,1,3,-1,,,,,,17401,,,,5,2,3000,1,2,1,2,1,3000,,,,,,,,,,,,,,,,,,,17112,19,s==9|effect_in,,,,,19,s==11|effect_idle,,,,,,,,,,,3,1,,101,,,
17626,s==17|Tối thượng thủ hộ,s==116|Võ tướng mang trạng thái này chịu 35% sát thương sẽ do người thi triển gánh chịu， kéo dài 2 lượt， không thể giải trừ,,1,2,-1,,,,1,,30,,,,,,3500,,,,,,,,,,5000,,,,,,,,,,,,,,,17211,,,15,s==9|effect_in,,,15,s==11|effect_idle,,,,,,,,,,,3,1,,,,,
17627,s==12|Trọng Thương,s==75|Hiệu quả bị hồi phục giảm 35%， kéo dài 2 lượt， hiệu quả này có thể cộng dồn,,2,2,999,,,,,,22,,,,5,19,3500,0,3,,,,,,,,,,,,,,,,,,,,,,,17134,,,,,,,,,,,,,,,,,,,,,,355,,,
17628,s==12|Trọng Thương,s==75|Hiệu quả bị hồi phục giảm 40%， kéo dài 2 lượt， hiệu quả này có thể cộng dồn,,2,2,999,,,,,,22,,,,5,19,4000,0,3,,,,,,,,,,,,,,,,,,,,,,,17134,,,,,,,,,,,,,,,,,,,,,,355,,,
17629,s==11|Tốc độ giảm,s==80|Tốc độ giảm 8%， kéo dài 2 lượt， hiệu quả này có thể cộng dồn， không thể giải trừ,,2,2,999,,,,1,,17503,,,,5,4,800,1,3,1,4,1,800,,,,,,,,,,,,,,,,,,,17127,,,,,,,,,,,,,,,,,,,,,,203,,,
17630,s==10|Công Kích ,s==34|Công kích tăng 25%， kéo dài 2 lượt,,1,2,-1,,,,,,17401,,,,5,2,2500,1,3,1,2,1,2500,,,,,,,,,,,,,,,,,,,17112,19,s==9|effect_in,,,,,19,s==11|effect_idle,,,,,,,,,,,3,1,,101,,,
17631,s==9|Bạo kích ,s==39|Tỷ lệ bạo kích tăng 20%， kéo dài 2 lượt,,1,2,-1,,,,,,17405,,,,5,5,2000,0,3,1,5,5,2000,,,,,,,,,,,,,,,,,,,17102,,,,,,,,,,,,,,,,,,,,,,105,,,
17632,s==10|Phòng Ngự ,s==64|Phòng ngự tăng 10%， kéo dài 2 lượt， hiệu quả này có thể cộng dồn,,1,2,999,,,,,,17402,,,,5,3,1000,1,3,1,3,1,1000,,,,,,,,,,,,,,,,,,,17108,,,,,,,,,,,,,,,,,,,,,,102,,,
17633,s==9|Né tránh ,s==63|Tăng 10% né tránh， kéo dài 2 lượt， hiệu quả này có thể cộng dồn,,1,2,999,,,,,,17633,,,,5,9,1000,0,,,,,,,,,,,,,,,,,,,,,,,,17123,,,,,,,,,,,,,,,,,,,,,,114,,,
26507315,s==9|Né tránh ,s==63|Tăng 10% né tránh， kéo dài 2 lượt， hiệu quả này có thể cộng dồn,,1,2,999,,,,,,17633,,,,5,9,10000,0,,,,,,,,,,,,,,,,,,,,,,,,17123,,,,,,,,,,,,,,,,,,,,,,114,,,
17634,s==14|Công Kích Giảm,s==54|Công kích giảm 10%， kéo dài 2 lượt， không thể giải trừ,,2,2,-1,,,,1,,17501,,,,5,2,1000,1,3,1,2,1,1000,,,,,,,,,,,,,,,,,,,17111,,,,,,,,,,,,,,,,,,,,,,201,,,
17635,s==10|Công Kích ,s==54|Công kích tăng 10%， kéo dài 2 lượt， không thể giải trừ,,1,2,-1,,,,1,,17401,,,,5,2,1000,1,3,1,2,1,1000,,,,,,,,,,,,,,,,,,,17112,,,,,,,,,,,,,,,,,,,,,,101,,,
17636,s==12|Miễn Thương ,s==40|Miễn sát thương tăng 25%， kéo dài 2 lượt,,1,2,-1,,,,,,11,,,,5,11,3000,1,,,,,,,,,,,,,,,,,,,,,,,,17117,,,,,,,,,,,,,,,,,,,,,,112,,,
17637,s==14|Công Kích Giảm,s==54|Công kích giảm 15%， kéo dài 2 lượt， không thể giải trừ,,2,2,-1,,,,1,,17501,,,,5,2,1500,1,3,1,2,1,1500,,,,,,,,,,,,,,,,,,,17111,,,,,,,,,,,,,,,,,,,,,,201,,,
17638,s==10|Công Kích ,s==54|Công kích tăng 15%， kéo dài 2 lượt， không thể giải trừ,,1,2,-1,,,,1,,17401,,,,5,2,1500,1,3,1,2,1,1500,,,,,,,,,,,,,,,,,,,17112,,,,,,,,,,,,,,,,,,,3,1,,101,,,
17639,s==11|Tốc độ giảm,s==61|Tốc độ giảm 10%， kéo dài 2 lượt， hiệu quả này có thể cộng dồn,,2,2,999,,,,,,17503,,,,5,4,1000,1,3,1,4,1,1000,,,,,,,,,,,,,,,,,,,17127,,,,,,,,,,,,,,,,,,,,,,203,,,
17640,s==14|Công Kích Giảm,s==64|Công kích giảm 10%， kéo dài 2 lượt， hiệu quả này có thể cộng dồn,,2,2,999,,,,,,17501,,,,5,2,1000,1,3,1,2,1,1000,,,,,,,,,,,,,,,,,,,17111,,,,,,,,,,,,,,,,,,,,,,201,,,
17641,s==10|Phòng Ngự ,s==64|Phòng ngự tăng 25%， kéo dài 2 lượt， hiệu quả này có thể cộng dồn,,1,2,999,,,,,,17402,,,,5,3,2500,1,3,1,3,1,2500,,,,,,,,,,,,,,,,,,,17108,,,,,,,,,,,,,,,,,,,,,,102,,,
17642,s==12|Miễn Thương ,s==69|Miễn sát thương tăng 5%， kéo dài 2 lượt， hiệu quả này có thể cộng dồn,,1,2,999,,,,,,11,,,,5,11,500,1,,,,,,,,,,,,,,,,,,,,,,,,17117,,,,,,,,,,,,,,,,,,,,,,112,,,
51072,s==10|Điểm Nhiệt,s==107|Mỗi lượt mất đi sinh mệnh bằng 【Công kích của người thi triển *20%】， kéo dài 1 lượt， tối đa cộng dồn 5 tầng,,2,1,5,,,,,,3,,,,4,2,2000,1,1,1,2,1,2000,,,,,,,,,,,,,,,,,,,17224,,,,,5,s==17|effect_dianran_cx,,,,,,,,,,,,,2,,,313,1,,
52072,s==10|Điểm Nhiệt,s==107|Mỗi lượt mất đi sinh mệnh bằng 【Công kích của người thi triển *22%】， kéo dài 1 lượt， tối đa cộng dồn 5 tầng,,2,1,5,,,,,,3,,,,4,2,2200,1,1,1,2,1,2200,,,,,,,,,,,,,,,,,,,17224,,,,,5,s==17|effect_dianran_cx,,,,,,,,,,,,,2,,,313,1,,
53072,s==10|Điểm Nhiệt,s==107|Mỗi lượt mất đi sinh mệnh bằng 【Công kích của người thi triển *24%】， kéo dài 1 lượt， tối đa cộng dồn 5 tầng,,2,1,5,,,,,,3,,,,4,2,2400,1,1,1,2,1,2400,,,,,,,,,,,,,,,,,,,17224,,,,,5,s==17|effect_dianran_cx,,,,,,,,,,,,,2,,,313,1,,
54072,s==10|Điểm Nhiệt,s==107|Mỗi lượt mất đi sinh mệnh bằng 【Công kích của người thi triển *26%】， kéo dài 1 lượt， tối đa cộng dồn 5 tầng,,2,1,5,,,,,,3,,,,4,2,2600,1,1,1,2,1,2600,,,,,,,,,,,,,,,,,,,17224,,,,,5,s==17|effect_dianran_cx,,,,,,,,,,,,,2,,,313,1,,
55072,s==10|Điểm Nhiệt,s==107|Mỗi lượt mất đi sinh mệnh bằng 【Công kích của người thi triển *50%】， kéo dài 1 lượt， tối đa cộng dồn 5 tầng,,2,1,5,,,,,,3,,,,4,2,5000,1,1,1,2,1,5000,,,,,,,,,,,,,,,,,,,17224,,,,,5,s==17|effect_dianran_cx,,,,,,,,,,,,,2,,,313,1,,
51082,s==5|Hộ Ấn,s==149|Sở hữu lá chắn có thể chống đỡ một phần sát thương， giá trị lá chắn bằng 【Giới hạn sinh mệnh của người mang *15%】， kéo dài 2 lượt， không thể giải trừ,,1,2,-3,,,,1,,17902,,,,6,1,1500,1,2,1,1,1,1500,,,,,,,,,,,,,,,,,,,17207,,,,,12,s==16|effect_shouhu_cx,,,,,,,,,,,,,2,1,,,,,
52082,s==5|Hộ Ấn,s==149|Sở hữu lá chắn có thể chống đỡ một phần sát thương， giá trị lá chắn bằng 【Giới hạn sinh mệnh của người mang *20%】， kéo dài 2 lượt， không thể giải trừ,,1,2,-3,,,,1,,17902,,,,6,1,2000,1,2,1,1,1,2000,,,,,,,,,,,,,,,,,,,17207,,,,,12,s==16|effect_shouhu_cx,,,,,,,,,,,,,2,1,,,,,
53082,s==5|Hộ Ấn,s==149|Sở hữu lá chắn có thể chống đỡ một phần sát thương， giá trị lá chắn bằng 【Giới hạn sinh mệnh của người mang *25%】， kéo dài 2 lượt， không thể giải trừ,,1,2,-3,,,,1,,17902,,,,6,1,2500,1,2,1,1,1,2500,,,,,,,,,,,,,,,,,,,17207,,,,,12,s==16|effect_shouhu_cx,,,,,,,,,,,,,2,1,,,,,
54082,s==5|Hộ Ấn,s==149|Sở hữu lá chắn có thể chống đỡ một phần sát thương， giá trị lá chắn bằng 【Giới hạn sinh mệnh của người mang *30%】， kéo dài 2 lượt， không thể giải trừ,,1,2,-3,,,,1,,17902,,,,6,1,3000,1,2,1,1,1,3000,,,,,,,,,,,,,,,,,,,17207,,,,,12,s==16|effect_shouhu_cx,,,,,,,,,,,,,2,1,,,,,
55082,s==5|Hộ Ấn,s==149|Sở hữu lá chắn có thể chống đỡ một phần sát thương， giá trị lá chắn bằng 【Giới hạn sinh mệnh của người mang *50%】， kéo dài 2 lượt， không thể giải trừ,,1,2,-3,,,,1,,17902,,,,6,1,5000,1,2,1,1,1,5000,,,,,,,,,,,,,,,,,,,17207,,,,,12,s==16|effect_shouhu_cx,,,,,,,,,,,,,2,1,,,,,
51092,s==5|Bệ Hộ,s==109|Khi tiến hành trị liệu， tướng nhận được lá chắn bằng 【Lượng trị liệu*20%】， kéo dài 2 lượt， không thể giải trừ,,1,2,-3,,,,1,,17902,,,,6,,,,2,6,,1,2000,,,,,,,,,,,,,,,,,,,17207,,,,,12,s==16|effect_shouhu_cx,,,,,,,,,,,,,2,1,,305,,,
51112,s==11|Huyết Chiến,s==71|Mỗi lượt tăng 3% sát thương， tối đa cộng dồn 5 tầng， không thể giải trừ,,1,999,5,,,,1,1,17401,,,,5,10,300,0,,,,,,,,,,,,,,,,,,,,,,,,17125,,,,,,,,,,,,,,,,,,,,,,344,,,
52092,s==5|Bệ Hộ,s==109|Khi tiến hành trị liệu， tướng nhận được lá chắn bằng 【Lượng trị liệu*21%】， kéo dài 2 lượt， không thể giải trừ,,1,2,-3,,,,1,,17902,,,,6,,,,2,6,,1,2100,,,,,,,,,,,,,,,,,,,17207,,,,,12,s==16|effect_shouhu_cx,,,,,,,,,,,,,2,1,,305,,,
52112,s==11|Huyết Chiến,s==73|Mỗi lượt tăng 3.1% sát thương， tối đa cộng dồn 5 tầng， không thể giải trừ,,1,999,5,,,,1,1,17401,,,,5,10,310,0,,,,,,,,,,,,,,,,,,,,,,,,17125,,,,,,,,,,,,,,,,,,,,,,344,,,
53092,s==5|Bệ Hộ,s==109|Khi tiến hành trị liệu， tướng nhận được lá chắn bằng 【Lượng trị liệu*22%】， kéo dài 2 lượt， không thể giải trừ,,1,2,-3,,,,1,,17902,,,,6,,,,2,6,,1,2200,,,,,,,,,,,,,,,,,,,17207,,,,,12,s==16|effect_shouhu_cx,,,,,,,,,,,,,2,1,,305,,,
53112,s==11|Huyết Chiến,s==73|Mỗi lượt tăng 3.2% sát thương， tối đa cộng dồn 5 tầng， không thể giải trừ,,1,999,5,,,,1,1,17401,,,,5,10,320,0,,,,,,,,,,,,,,,,,,,,,,,,17125,,,,,,,,,,,,,,,,,,,,,,344,,,
